image_path,label,class,generator
dataset/raw/content/fake_images/denoising_diffusion_gan/424.jpg,1,fake,denoising_diffusion_gan
dataset/raw/content/fake_images/stylegan1/414.jpg,1,fake,stylegan1
dataset/raw/content/fake_images/stylegan3/311.jpg,1,fake,stylegan3
dataset/raw/content/fake_images/ddpm/93.jpg,1,fake,ddpm
dataset/raw/content/real_images/1489.jpg,0,real,real
dataset/raw/content/real_images/4803.jpg,0,real,real
dataset/raw/content/fake_images/big_gan/179.jpg,1,fake,big_gan
dataset/raw/content/fake_images/stable_diffusion/43.jpg,1,fake,stable_diffusion
dataset/raw/content/fake_images/palette/75.jpg,1,fake,palette
dataset/raw/content/real_images/1911.jpg,0,real,real
dataset/raw/content/real_images/7370.jpg,0,real,real
dataset/raw/content/real_images/6797.jpg,0,real,real
dataset/raw/content/fake_images/gau_gan/339.jpg,1,fake,gau_gan
dataset/raw/content/fake_images/gansformer/411.jpg,1,fake,gansformer
dataset/raw/content/real_images/9879.jpg,0,real,real
dataset/raw/content/real_images/6549.jpg,0,real,real
dataset/raw/content/fake_images/gau_gan/285.jpg,1,fake,gau_gan
dataset/raw/content/real_images/10581.jpg,0,real,real
dataset/raw/content/real_images/1253.jpg,0,real,real
dataset/raw/content/fake_images/star_gan/194.jpg,1,fake,star_gan
dataset/raw/content/fake_images/latent_diffusion/58.jpg,1,fake,latent_diffusion
dataset/raw/content/fake_images/big_gan/315.jpg,1,fake,big_gan
dataset/raw/content/real_images/9602.jpg,0,real,real
dataset/raw/content/real_images/5828.jpg,0,real,real
dataset/raw/content/real_images/10849.jpg,0,real,real
dataset/raw/content/fake_images/stylegan1/112.jpg,1,fake,stylegan1
dataset/raw/content/real_images/8106.jpg,0,real,real
dataset/raw/content/real_images/3723.jpg,0,real,real
dataset/raw/content/real_images/6083.jpg,0,real,real
dataset/raw/content/fake_images/denoising_diffusion_gan/337.jpg,1,fake,denoising_diffusion_gan
dataset/raw/content/fake_images/face_synthetics/97.jpg,1,fake,face_synthetics
dataset/raw/content/fake_images/taming_transformer/171.jpg,1,fake,taming_transformer
dataset/raw/content/fake_images/face_synthetics/29.jpg,1,fake,face_synthetics
dataset/raw/content/fake_images/big_gan/233.jpg,1,fake,big_gan
dataset/raw/content/fake_images/diffusion_gan/83.jpg,1,fake,diffusion_gan
dataset/raw/content/fake_images/generative_inpainting/564.jpg,1,fake,generative_inpainting
dataset/raw/content/real_images/6290.jpg,0,real,real
dataset/raw/content/fake_images/projected_gan/27.jpg,1,fake,projected_gan
dataset/raw/content/real_images/10443.jpg,0,real,real
dataset/raw/content/real_images/11487.jpg,0,real,real
dataset/raw/content/real_images/1411.jpg,0,real,real
dataset/raw/content/fake_images/gau_gan/456.jpg,1,fake,gau_gan
dataset/raw/content/fake_images/big_gan/226.jpg,1,fake,big_gan
dataset/raw/content/real_images/10234.jpg,0,real,real
dataset/raw/content/real_images/10636.jpg,0,real,real
dataset/raw/content/real_images/2873.jpg,0,real,real
dataset/raw/content/fake_images/denoising_diffusion_gan/365.jpg,1,fake,denoising_diffusion_gan
dataset/raw/content/real_images/8402.jpg,0,real,real
dataset/raw/content/real_images/6771.jpg,0,real,real
dataset/raw/content/fake_images/stylegan1/442.jpg,1,fake,stylegan1
dataset/raw/content/real_images/8886.jpg,0,real,real
dataset/raw/content/fake_images/denoising_diffusion_gan/107.jpg,1,fake,denoising_diffusion_gan
dataset/raw/content/real_images/5919.jpg,0,real,real
dataset/raw/content/fake_images/mat/162.jpg,1,fake,mat
dataset/raw/content/real_images/10113.jpg,0,real,real
dataset/raw/content/fake_images/face_synthetics/25.jpg,1,fake,face_synthetics
dataset/raw/content/real_images/1074.jpg,0,real,real
dataset/raw/content/fake_images/stable_diffusion/372.jpg,1,fake,stable_diffusion
dataset/raw/content/real_images/2144.jpg,0,real,real
dataset/raw/content/fake_images/stylegan2/223.jpg,1,fake,stylegan2
dataset/raw/content/real_images/794.jpg,0,real,real
dataset/raw/content/real_images/11490.jpg,0,real,real
dataset/raw/content/real_images/8265.jpg,0,real,real
dataset/raw/content/real_images/289.jpg,0,real,real
dataset/raw/content/fake_images/gau_gan/947.jpg,1,fake,gau_gan
dataset/raw/content/fake_images/diffusion_gan/490.jpg,1,fake,diffusion_gan
dataset/raw/content/real_images/455.jpg,0,real,real
dataset/raw/content/fake_images/stylegan3/487.jpg,1,fake,stylegan3
dataset/raw/content/real_images/9472.jpg,0,real,real
dataset/raw/content/fake_images/stylegan2/750.jpg,1,fake,stylegan2
dataset/raw/content/real_images/9704.jpg,0,real,real
dataset/raw/content/real_images/71.jpg,0,real,real
dataset/raw/content/fake_images/projected_gan/767.jpg,1,fake,projected_gan
dataset/raw/content/fake_images/gansformer/421.jpg,1,fake,gansformer
dataset/raw/content/fake_images/gau_gan/191.jpg,1,fake,gau_gan
dataset/raw/content/fake_images/mat/131.jpg,1,fake,mat
dataset/raw/content/fake_images/cips/338.jpg,1,fake,cips
dataset/raw/content/fake_images/denoising_diffusion_gan/168.jpg,1,fake,denoising_diffusion_gan
dataset/raw/content/fake_images/projected_gan/537.jpg,1,fake,projected_gan
dataset/raw/content/real_images/2655.jpg,0,real,real
dataset/raw/content/fake_images/face_synthetics/417.jpg,1,fake,face_synthetics
dataset/raw/content/real_images/8431.jpg,0,real,real
dataset/raw/content/real_images/10803.jpg,0,real,real
dataset/raw/content/real_images/1366.jpg,0,real,real
dataset/raw/content/fake_images/big_gan/87.jpg,1,fake,big_gan
dataset/raw/content/real_images/6277.jpg,0,real,real
dataset/raw/content/real_images/4719.jpg,0,real,real
dataset/raw/content/real_images/5124.jpg,0,real,real
dataset/raw/content/real_images/9714.jpg,0,real,real
dataset/raw/content/real_images/4639.jpg,0,real,real
dataset/raw/content/fake_images/stylegan2/481.jpg,1,fake,stylegan2
dataset/raw/content/real_images/5985.jpg,0,real,real
dataset/raw/content/fake_images/projected_gan/277.jpg,1,fake,projected_gan
dataset/raw/content/fake_images/stylegan2/26.jpg,1,fake,stylegan2
dataset/raw/content/real_images/9387.jpg,0,real,real
dataset/raw/content/fake_images/latent_diffusion/257.jpg,1,fake,latent_diffusion
dataset/raw/content/fake_images/star_gan/74.jpg,1,fake,star_gan
dataset/raw/content/real_images/10720.jpg,0,real,real
dataset/raw/content/real_images/4083.jpg,0,real,real
dataset/raw/content/fake_images/vq_diffusion/282.jpg,1,fake,vq_diffusion
dataset/raw/content/fake_images/denoising_diffusion_gan/218.jpg,1,fake,denoising_diffusion_gan
dataset/raw/content/real_images/9731.jpg,0,real,real
dataset/raw/content/real_images/11055.jpg,0,real,real
dataset/raw/content/fake_images/generative_inpainting/111.jpg,1,fake,generative_inpainting
dataset/raw/content/real_images/1806.jpg,0,real,real
dataset/raw/content/fake_images/stylegan2/797.jpg,1,fake,stylegan2
dataset/raw/content/fake_images/projected_gan/353.jpg,1,fake,projected_gan
dataset/raw/content/real_images/3833.jpg,0,real,real
dataset/raw/content/fake_images/projected_gan/389.jpg,1,fake,projected_gan
dataset/raw/content/fake_images/taming_transformer/239.jpg,1,fake,taming_transformer
dataset/raw/content/real_images/1182.jpg,0,real,real
dataset/raw/content/real_images/5106.jpg,0,real,real
dataset/raw/content/real_images/3444.jpg,0,real,real
dataset/raw/content/real_images/6299.jpg,0,real,real
dataset/raw/content/real_images/7094.jpg,0,real,real
dataset/raw/content/fake_images/stylegan1/260.jpg,1,fake,stylegan1
dataset/raw/content/fake_images/stable_diffusion/241.jpg,1,fake,stable_diffusion
dataset/raw/content/real_images/3395.jpg,0,real,real
dataset/raw/content/fake_images/gansformer/297.jpg,1,fake,gansformer
dataset/raw/content/fake_images/stylegan2/634.jpg,1,fake,stylegan2
dataset/raw/content/fake_images/generative_inpainting/995.jpg,1,fake,generative_inpainting
dataset/raw/content/fake_images/sfhq/423.jpg,1,fake,sfhq
dataset/raw/content/fake_images/projected_gan/61.jpg,1,fake,projected_gan
dataset/raw/content/real_images/5208.jpg,0,real,real
dataset/raw/content/real_images/186.jpg,0,real,real
dataset/raw/content/fake_images/glide/326.jpg,1,fake,glide
dataset/raw/content/real_images/3891.jpg,0,real,real
dataset/raw/content/fake_images/stylegan2/178.jpg,1,fake,stylegan2
dataset/raw/content/fake_images/denoising_diffusion_gan/64.jpg,1,fake,denoising_diffusion_gan
dataset/raw/content/real_images/522.jpg,0,real,real
dataset/raw/content/real_images/10796.jpg,0,real,real
dataset/raw/content/fake_images/stylegan2/139.jpg,1,fake,stylegan2
dataset/raw/content/fake_images/glide/164.jpg,1,fake,glide
dataset/raw/content/real_images/4182.jpg,0,real,real
dataset/raw/content/fake_images/projected_gan/187.jpg,1,fake,projected_gan
dataset/raw/content/fake_images/glide/140.jpg,1,fake,glide
dataset/raw/content/fake_images/stylegan1/391.jpg,1,fake,stylegan1
dataset/raw/content/fake_images/sfhq/300.jpg,1,fake,sfhq
dataset/raw/content/fake_images/big_gan/437.jpg,1,fake,big_gan
dataset/raw/content/fake_images/generative_inpainting/486.jpg,1,fake,generative_inpainting
dataset/raw/content/fake_images/stylegan3/139.jpg,1,fake,stylegan3
dataset/raw/content/fake_images/stylegan2/569.jpg,1,fake,stylegan2
dataset/raw/content/real_images/7271.jpg,0,real,real
dataset/raw/content/fake_images/big_gan/281.jpg,1,fake,big_gan
dataset/raw/content/real_images/6798.jpg,0,real,real
dataset/raw/content/real_images/6082.jpg,0,real,real
dataset/raw/content/real_images/5227.jpg,0,real,real
dataset/raw/content/fake_images/sfhq/231.jpg,1,fake,sfhq
dataset/raw/content/real_images/1913.jpg,0,real,real
dataset/raw/content/fake_images/glide/301.jpg,1,fake,glide
dataset/raw/content/fake_images/big_gan/368.jpg,1,fake,big_gan
dataset/raw/content/real_images/5820.jpg,0,real,real
dataset/raw/content/fake_images/projected_gan/957.jpg,1,fake,projected_gan
dataset/raw/content/fake_images/lama/321.jpg,1,fake,lama
dataset/raw/content/fake_images/stylegan3/34.jpg,1,fake,stylegan3
dataset/raw/content/fake_images/star_gan/499.jpg,1,fake,star_gan
dataset/raw/content/fake_images/stylegan1/868.jpg,1,fake,stylegan1
dataset/raw/content/fake_images/gau_gan/528.jpg,1,fake,gau_gan
dataset/raw/content/fake_images/vq_diffusion/330.jpg,1,fake,vq_diffusion
dataset/raw/content/fake_images/latent_diffusion/374.jpg,1,fake,latent_diffusion
dataset/raw/content/real_images/2606.jpg,0,real,real
dataset/raw/content/fake_images/projected_gan/973.jpg,1,fake,projected_gan
dataset/raw/content/fake_images/vq_diffusion/376.jpg,1,fake,vq_diffusion
dataset/raw/content/fake_images/mat/431.jpg,1,fake,mat
dataset/raw/content/fake_images/gansformer/214.jpg,1,fake,gansformer
dataset/raw/content/fake_images/stylegan2/544.jpg,1,fake,stylegan2
dataset/raw/content/fake_images/projected_gan/935.jpg,1,fake,projected_gan
dataset/raw/content/real_images/5746.jpg,0,real,real
dataset/raw/content/fake_images/gau_gan/523.jpg,1,fake,gau_gan
dataset/raw/content/real_images/4288.jpg,0,real,real
dataset/raw/content/fake_images/sfhq/213.jpg,1,fake,sfhq
dataset/raw/content/fake_images/face_synthetics/6.jpg,1,fake,face_synthetics
dataset/raw/content/real_images/9849.jpg,0,real,real
dataset/raw/content/real_images/7912.jpg,0,real,real
dataset/raw/content/real_images/4069.jpg,0,real,real
dataset/raw/content/fake_images/big_gan/500.jpg,1,fake,big_gan
dataset/raw/content/real_images/3234.jpg,0,real,real
dataset/raw/content/real_images/10656.jpg,0,real,real
dataset/raw/content/fake_images/palette/113.jpg,1,fake,palette
dataset/raw/content/real_images/4800.jpg,0,real,real
dataset/raw/content/fake_images/stylegan1/919.jpg,1,fake,stylegan1
dataset/raw/content/real_images/2320.jpg,0,real,real
dataset/raw/content/real_images/9047.jpg,0,real,real
dataset/raw/content/real_images/11223.jpg,0,real,real
dataset/raw/content/fake_images/projected_gan/744.jpg,1,fake,projected_gan
dataset/raw/content/fake_images/generative_inpainting/44.jpg,1,fake,generative_inpainting
dataset/raw/content/real_images/2905.jpg,0,real,real
dataset/raw/content/fake_images/projected_gan/763.jpg,1,fake,projected_gan
dataset/raw/content/fake_images/taming_transformer/344.jpg,1,fake,taming_transformer
dataset/raw/content/fake_images/vq_diffusion/154.jpg,1,fake,vq_diffusion
dataset/raw/content/real_images/2583.jpg,0,real,real
dataset/raw/content/fake_images/latent_diffusion/272.jpg,1,fake,latent_diffusion
dataset/raw/content/fake_images/mat/196.jpg,1,fake,mat
dataset/raw/content/fake_images/stylegan1/287.jpg,1,fake,stylegan1
dataset/raw/content/fake_images/stylegan3/1.jpg,1,fake,stylegan3
dataset/raw/content/fake_images/stylegan2/503.jpg,1,fake,stylegan2
dataset/raw/content/fake_images/sfhq/386.jpg,1,fake,sfhq
dataset/raw/content/real_images/4315.jpg,0,real,real
dataset/raw/content/fake_images/latent_diffusion/354.jpg,1,fake,latent_diffusion
dataset/raw/content/fake_images/mat/199.jpg,1,fake,mat
dataset/raw/content/real_images/9204.jpg,0,real,real
dataset/raw/content/fake_images/lama/429.jpg,1,fake,lama
dataset/raw/content/fake_images/big_gan/318.jpg,1,fake,big_gan
dataset/raw/content/fake_images/latent_diffusion/293.jpg,1,fake,latent_diffusion
dataset/raw/content/real_images/6101.jpg,0,real,real
dataset/raw/content/fake_images/stylegan2/500.jpg,1,fake,stylegan2
dataset/raw/content/fake_images/gau_gan/603.jpg,1,fake,gau_gan
dataset/raw/content/real_images/3477.jpg,0,real,real
dataset/raw/content/real_images/191.jpg,0,real,real
dataset/raw/content/real_images/8355.jpg,0,real,real
dataset/raw/content/fake_images/gau_gan/642.jpg,1,fake,gau_gan
dataset/raw/content/fake_images/face_synthetics/216.jpg,1,fake,face_synthetics
dataset/raw/content/real_images/3668.jpg,0,real,real
dataset/raw/content/real_images/4116.jpg,0,real,real
dataset/raw/content/fake_images/denoising_diffusion_gan/42.jpg,1,fake,denoising_diffusion_gan
dataset/raw/content/fake_images/face_synthetics/383.jpg,1,fake,face_synthetics
dataset/raw/content/real_images/5234.jpg,0,real,real
dataset/raw/content/fake_images/diffusion_gan/340.jpg,1,fake,diffusion_gan
dataset/raw/content/real_images/4635.jpg,0,real,real
dataset/raw/content/real_images/1571.jpg,0,real,real
dataset/raw/content/fake_images/generative_inpainting/790.jpg,1,fake,generative_inpainting
dataset/raw/content/real_images/8677.jpg,0,real,real
dataset/raw/content/fake_images/sfhq/9.jpg,1,fake,sfhq
dataset/raw/content/fake_images/stable_diffusion/88.jpg,1,fake,stable_diffusion
dataset/raw/content/real_images/92.jpg,0,real,real
dataset/raw/content/fake_images/lama/351.jpg,1,fake,lama
dataset/raw/content/real_images/11221.jpg,0,real,real
dataset/raw/content/fake_images/stylegan2/543.jpg,1,fake,stylegan2
dataset/raw/content/real_images/7427.jpg,0,real,real
dataset/raw/content/fake_images/big_gan/175.jpg,1,fake,big_gan
dataset/raw/content/fake_images/stylegan1/268.jpg,1,fake,stylegan1
dataset/raw/content/fake_images/latent_diffusion/170.jpg,1,fake,latent_diffusion
dataset/raw/content/real_images/3489.jpg,0,real,real
dataset/raw/content/fake_images/denoising_diffusion_gan/339.jpg,1,fake,denoising_diffusion_gan
dataset/raw/content/real_images/11198.jpg,0,real,real
dataset/raw/content/fake_images/glide/337.jpg,1,fake,glide
dataset/raw/content/fake_images/gau_gan/89.jpg,1,fake,gau_gan
dataset/raw/content/fake_images/generative_inpainting/621.jpg,1,fake,generative_inpainting
dataset/raw/content/real_images/437.jpg,0,real,real
dataset/raw/content/fake_images/gau_gan/896.jpg,1,fake,gau_gan
dataset/raw/content/real_images/4003.jpg,0,real,real
dataset/raw/content/real_images/10931.jpg,0,real,real
dataset/raw/content/fake_images/stylegan1/370.jpg,1,fake,stylegan1
dataset/raw/content/fake_images/stylegan1/511.jpg,1,fake,stylegan1
dataset/raw/content/real_images/7022.jpg,0,real,real
dataset/raw/content/fake_images/stylegan1/405.jpg,1,fake,stylegan1
dataset/raw/content/real_images/11379.jpg,0,real,real
dataset/raw/content/fake_images/projected_gan/344.jpg,1,fake,projected_gan
dataset/raw/content/real_images/9464.jpg,0,real,real
dataset/raw/content/real_images/4738.jpg,0,real,real
dataset/raw/content/fake_images/stylegan1/972.jpg,1,fake,stylegan1
dataset/raw/content/fake_images/taming_transformer/305.jpg,1,fake,taming_transformer
dataset/raw/content/fake_images/lama/57.jpg,1,fake,lama
dataset/raw/content/real_images/9725.jpg,0,real,real
dataset/raw/content/real_images/3020.jpg,0,real,real
dataset/raw/content/fake_images/stable_diffusion/170.jpg,1,fake,stable_diffusion
dataset/raw/content/fake_images/sfhq/188.jpg,1,fake,sfhq
dataset/raw/content/real_images/4566.jpg,0,real,real
dataset/raw/content/real_images/8656.jpg,0,real,real
dataset/raw/content/fake_images/sfhq/328.jpg,1,fake,sfhq
dataset/raw/content/real_images/9429.jpg,0,real,real
dataset/raw/content/fake_images/generative_inpainting/293.jpg,1,fake,generative_inpainting
dataset/raw/content/fake_images/stylegan1/40.jpg,1,fake,stylegan1
dataset/raw/content/fake_images/generative_inpainting/707.jpg,1,fake,generative_inpainting
dataset/raw/content/real_images/5856.jpg,0,real,real
dataset/raw/content/fake_images/stylegan2/550.jpg,1,fake,stylegan2
dataset/raw/content/fake_images/stable_diffusion/12.jpg,1,fake,stable_diffusion
dataset/raw/content/real_images/258.jpg,0,real,real
dataset/raw/content/real_images/5798.jpg,0,real,real
dataset/raw/content/fake_images/diffusion_gan/234.jpg,1,fake,diffusion_gan
dataset/raw/content/fake_images/latent_diffusion/484.jpg,1,fake,latent_diffusion
dataset/raw/content/fake_images/lama/9.jpg,1,fake,lama
dataset/raw/content/fake_images/generative_inpainting/48.jpg,1,fake,generative_inpainting
dataset/raw/content/fake_images/stylegan2/351.jpg,1,fake,stylegan2
dataset/raw/content/fake_images/stable_diffusion/393.jpg,1,fake,stable_diffusion
dataset/raw/content/real_images/4359.jpg,0,real,real
dataset/raw/content/real_images/937.jpg,0,real,real
dataset/raw/content/real_images/8267.jpg,0,real,real
dataset/raw/content/real_images/8782.jpg,0,real,real
dataset/raw/content/fake_images/stable_diffusion/267.jpg,1,fake,stable_diffusion
dataset/raw/content/fake_images/face_synthetics/141.jpg,1,fake,face_synthetics
dataset/raw/content/fake_images/stylegan1/163.jpg,1,fake,stylegan1
dataset/raw/content/fake_images/generative_inpainting/251.jpg,1,fake,generative_inpainting
dataset/raw/content/fake_images/cips/25.jpg,1,fake,cips
dataset/raw/content/real_images/8107.jpg,0,real,real
dataset/raw/content/real_images/7421.jpg,0,real,real
dataset/raw/content/real_images/2651.jpg,0,real,real
dataset/raw/content/fake_images/stylegan2/653.jpg,1,fake,stylegan2
dataset/raw/content/fake_images/latent_diffusion/329.jpg,1,fake,latent_diffusion
dataset/raw/content/real_images/8165.jpg,0,real,real
dataset/raw/content/fake_images/diffusion_gan/202.jpg,1,fake,diffusion_gan
dataset/raw/content/real_images/1190.jpg,0,real,real
dataset/raw/content/fake_images/generative_inpainting/943.jpg,1,fake,generative_inpainting
dataset/raw/content/real_images/7409.jpg,0,real,real
dataset/raw/content/real_images/8162.jpg,0,real,real
dataset/raw/content/real_images/809.jpg,0,real,real
dataset/raw/content/fake_images/stylegan1/613.jpg,1,fake,stylegan1
dataset/raw/content/fake_images/glide/288.jpg,1,fake,glide
dataset/raw/content/fake_images/gansformer/157.jpg,1,fake,gansformer
dataset/raw/content/real_images/6559.jpg,0,real,real
dataset/raw/content/fake_images/stylegan1/342.jpg,1,fake,stylegan1
dataset/raw/content/fake_images/mat/307.jpg,1,fake,mat
dataset/raw/content/real_images/1380.jpg,0,real,real
dataset/raw/content/fake_images/palette/50.jpg,1,fake,palette
dataset/raw/content/fake_images/cips/212.jpg,1,fake,cips
dataset/raw/content/real_images/4838.jpg,0,real,real
dataset/raw/content/fake_images/projected_gan/600.jpg,1,fake,projected_gan
dataset/raw/content/real_images/9379.jpg,0,real,real
dataset/raw/content/real_images/10819.jpg,0,real,real
dataset/raw/content/fake_images/lama/20.jpg,1,fake,lama
dataset/raw/content/fake_images/glide/251.jpg,1,fake,glide
dataset/raw/content/fake_images/generative_inpainting/570.jpg,1,fake,generative_inpainting
dataset/raw/content/real_images/10534.jpg,0,real,real
dataset/raw/content/real_images/3717.jpg,0,real,real
dataset/raw/content/real_images/3300.jpg,0,real,real
dataset/raw/content/fake_images/star_gan/401.jpg,1,fake,star_gan
dataset/raw/content/real_images/11499.jpg,0,real,real
dataset/raw/content/fake_images/face_synthetics/374.jpg,1,fake,face_synthetics
dataset/raw/content/real_images/1899.jpg,0,real,real
dataset/raw/content/fake_images/stylegan2/150.jpg,1,fake,stylegan2
dataset/raw/content/real_images/7501.jpg,0,real,real
dataset/raw/content/real_images/4143.jpg,0,real,real
dataset/raw/content/fake_images/stylegan3/59.jpg,1,fake,stylegan3
dataset/raw/content/real_images/6151.jpg,0,real,real
dataset/raw/content/real_images/1602.jpg,0,real,real
dataset/raw/content/real_images/10811.jpg,0,real,real
dataset/raw/content/real_images/10263.jpg,0,real,real
dataset/raw/content/fake_images/ddpm/4.jpg,1,fake,ddpm
dataset/raw/content/real_images/7307.jpg,0,real,real
dataset/raw/content/fake_images/diffusion_gan/370.jpg,1,fake,diffusion_gan
dataset/raw/content/real_images/2136.jpg,0,real,real
dataset/raw/content/real_images/9043.jpg,0,real,real
